"filename", "language", "Dart", "comment", "blank", "total"
"d:\Flutter\old_version\lib\view\inventory\components\inventory_custom_stack.dart", "Dart", 38, 9, 3, 50
"d:\Flutter\old_version\lib\view\inventory\inventory_screen.dart", "Dart", 16, 0, 3, 19
"d:\Flutter\old_version\lib\view\inventory\mobile\inventory_screen_mobile.dart", "Dart", 291, 2, 5, 298
"d:\Flutter\old_version\lib\view\inventory\windows\box\all_invoices_table_box.dart", "Dart", 143, 0, 4, 147
"d:\Flutter\old_version\lib\view\inventory\windows\box\box_table_rows.dart", "Dart", 172, 0, 4, 176
"d:\Flutter\old_version\lib\view\inventory\windows\box\custom_box_widget.dart", "Dart", 239, 4, 3, 246
"d:\Flutter\old_version\lib\view\inventory\windows\budget\budget_screen.dart", "Dart", 141, 0, 7, 148
"d:\Flutter\old_version\lib\view\inventory\windows\creditor\creditor_table_rows.dart", "Dart", 116, 0, 3, 119
"d:\Flutter\old_version\lib\view\inventory\windows\creditor\view_creditor_details.dart", "Dart", 173, 3, 4, 180
"d:\Flutter\old_version\lib\view\inventory\windows\custom_drop_down_inventory.dart", "Dart", 104, 17, 5, 126
"d:\Flutter\old_version\lib\view\inventory\windows\debtor\debtor_table_rows.dart", "Dart", 116, 0, 3, 119
"d:\Flutter\old_version\lib\view\inventory\windows\debtor\view_debtor_details.dart", "Dart", 156, 4, 5, 165
"d:\Flutter\old_version\lib\view\inventory\windows\expense\expense_table_rows.dart", "Dart", 187, 0, 4, 191
"d:\Flutter\old_version\lib\view\inventory\windows\export\export_table_rows.dart", "Dart", 193, 0, 4, 197
"d:\Flutter\old_version\lib\view\inventory\windows\import\import_table_rows.dart", "Dart", 192, 1, 3, 196
"d:\Flutter\old_version\lib\view\inventory\windows\inventory_screen_windows.dart", "Dart", 223, 2, 4, 229
"d:\Flutter\old_version\lib\view\inventory\windows\profits\profits_table_rows.dart", "Dart", 215, 0, 3, 218
"d:\Flutter\old_version\lib\view\inventory\windows\total_profit\all_invoices_table.dart", "Dart", 140, 0, 4, 144
"d:\Flutter\old_version\lib\view\inventory\windows\total_profit\custom_total_profits_widgets.dart", "Dart", 126, 3, 3, 132
"Total", "-", 2981, 45, 74, 3100
